,id,text,create_at,geo,retweet_count,like_count,hashtags,username,following,followers,user_total_tweets,user_likes_count
0,1589769664833679361,"New #Giveaway with🥇100$ in $BUSD prize🎁

1️⃣ Join us in our discord https://t.co/mrXbM3EX35 and say hello

2️⃣Follow us 
@Pengvin_NFT

3️⃣​ RT + Tag @ 2 friends in this tweet.

🐧​More comments for more possibilities.

🚀Winner on 5th DEC GL!
#NFT #OPENSEA #SOL #ART #PLAC #SOLANA https://t.co/Ic6DzhwxsY",2022-11-07 23:59:59+00:00,Germany ,34,0,['Giveaway'],DanielSchick17,3562,241,1967,1007
1,1589769659091660800,"RonX111 is now 111% kicking - Nearly Done here on this challenge round - then Something Else Follows RT2500TXS for 2 - ASH

#safemoonarmy #AshRon @Quantumverse #ElonMusk #SpaceX #XStudio #TXS #TWITTER #MUSIC #NFT https://t.co/nkRg1KVKqQ",2022-11-07 23:59:57+00:00,"Atlanta, GA",432,0,[],QuentinRandolp6,443,241,1521,2128
2,1589769657061625857,Shill me ur Degens ? Fam ! @DegenToonz @Bodhi_Vman @Alexxiaochen #NewNFTProfilePic NFT #DegenToonz #NFTGiveaway #NFT #NFTCommunity https://t.co/VflEjG3JWZ,2022-11-07 23:59:57+00:00,i'm actually homeless,30,0,"['NewNFTProfilePic', 'DegenToonz', 'NFTGiveaway', 'NFT']",degentuna,1920,2074,4510,9745
3,1589769652628258816,"ok ok last🔥for today. Promise.

🎥VFX, Unreal, Creative Direction, Mocap &amp; more showcase from Sombra dev @kitbashkid w/ past present &amp; future clients🤞😉😈

Experience like this is just one of the amazing things that spells success for Sombra!❤️‍🔥😈🙏

#nft #nfts #Metaverse #web3 https://t.co/KcXqYMUxh9",2022-11-07 23:59:56+00:00,"DKI Jakarta, Indonesia",17256,0,[],b1gWi1n_Banggar,5000,248,26763,3325
4,1589769649688055809,"AlphaBlocks x PasokonWorld x Saphire 🌸

•🎟️4x PasokonWorld WL

To Enter: 
1⃣ Follow 
@PasokonWorld
@SaphireNFT 
&amp; 
@AlphaBlocksNFT

2⃣ Like &amp; RT
3⃣ Tag 3 friends

⏳48hrs, Good Luck 🌴

#NFT #NFTsales #NFTshill #NFTGiveaways #NFTProjects #nftarti̇st #NFTcollections #NFTartwork https://t.co/IZE2D1Qfrx",2022-11-07 23:59:55+00:00,Dominica,5682,0,[],AliHasa56284732,89,37,119,94
5,1589769648211660800,"#NFTGiveaway🎁🎉 Petare's Angels (MLNDR x BARDEZ32 x DOMIVAKERO)

1️⃣Follow me
2️⃣RT + ♥️
3️⃣Tag 3 friends

24H⏰

#NFT #NFTCommunity #NFTCollector #NFTGiveaways #Giveaways #赠品 #空投 #Crypto #DailyGiveaways https://t.co/3T7XUnGFPp",2022-11-07 23:59:55+00:00,,388,0,"['NFTGiveaway', 'NFT']",lucasmatias414,83,4951,137,179
6,1589769645594398721,Shill me your #NFT I'm buying from my followers 🚀🚀,2022-11-07 23:59:54+00:00,,19,0,['NFT'],Mariajo0057,123,203,14719,14333
7,1589769636887031809,"Introducing #HOFA #DAO 

On our quest for a more united, global community of collectors and artists, we bring together the contemporary art and digital worlds via #NFT membership.

WHITELIST closes in 24hrs: 
https://t.co/1JHTt7m1MX

Drops 11/11 on @MagicEden #ETH #Art https://t.co/xCmkpUUVy1",2022-11-07 23:59:52+00:00,,1770,0,"['HOFA', 'DAO']",Chris60675216,630,11,3890,2222
8,1589769635041542145,"APEX WL GIVEAWAY🦉！
Apex Holders have the opportunity to receive an airdrop of LV physical wallets.

🎉🎉3 × WL （Free mint） 

1⃣Follow @lux3NFT @UST_DAO 
2⃣Like &amp; RT 
3⃣Tag your friends
Join discord:https://t.co/bm4fNmaw9g

💍48hr
#BAYC #LouisVuitton #NFT #Freemint🙊🙊 https://t.co/HQVzFlt5WB",2022-11-07 23:59:52+00:00,uk,472,0,[],MaryTho04101422,106,3,116,53
9,1589769631543480322,"Hey friends, @xhashtagio has launched .SOUL domains and are giving away $500k USD worth credits. You can participate and get guaranteed $50 credits -&gt; https://t.co/s3pgAfBhr8

#xhashtag #SBT #Soulbound #NFTCommunity #NFT #NFTGiveaway #Soultag #ENS #ENSdomains #SoulNames",2022-11-07 23:59:51+00:00,,2,4,"['xhashtag', 'SBT', 'Soulbound', 'NFTCommunity', 'NFT', 'NFTGiveaway', 'Soultag', 'ENS', 'ENSdomains', 'SoulNames']",AbdulMo50374693,1103,50,2440,1368
10,1589769627017826304,"OMG! this is so f*kng cool! Casper is here BOO! 👻
Thank you so much for this @AttacheCNFT LOVE MY PULL! 💟💼

#CNFTProject #CNFTCommunity #NFT #CNFT #CardanoNFT https://t.co/FsIfXr5zsl",2022-11-07 23:59:50+00:00,Portugal,22,0,['CNFTProject'],YOGOATZ,1986,400,4320,7535
11,1589769624350232576,"We will look back on this and smile!

Thank you for all of the support so far. We are building something fantastic.

Here are the sneak peaks we’ve revealed so far.🐾❤️

Interact 🤙 #JoinThePack

#CNFT #CNFTCommunity #Cardano #NFT https://t.co/yFAOrQfJlX",2022-11-07 23:59:49+00:00,,58,0,[],EricaZhen3,1793,234,5558,4349
12,1589769623393931264,"💥New‼️

Hey Girl Hey Boy~ are Listed!

24 hour auctions 

Ultra Rare 🔥 Amy Winehouse has joined the famous people portion of this collection

It's such a joy to draw them! 

A GIF Boy has also joined in on the fun 😍 The first animated Boy 

Links below 👇 

#NFTCommunity
#NFT https://t.co/lJGZUScLix",2022-11-07 23:59:49+00:00,,47,0,[],RilltosNFT,1675,2245,10415,14661
13,1589769622949367809,"Meet Sapphire Jones and her wolf, Fang. 

Her disdain for people who say “ATM machine” burns red-hot like her hair and hat. She and Fang make a formidable hunting duo. They’re ready to kick @$$ and take names in the #YoloSolos competition.

#NFT #teamhatchet https://t.co/Su538o94it",2022-11-07 23:59:49+00:00,Detroit Michigan,3,0,[],rc_1137,4654,4063,15503,34027
14,1589769622219534336,"Our Discord is open now. 

""FIRST 30 to join and say "" BLINK""  GETS BLINKED""

 And we have 50 FREE MINT spots contest going on! 

Join us: https://t.co/4J1LNu4uiv

#Aptos #NFT #AptosNFT  #NFTCommunity https://t.co/eoYM77h63l",2022-11-07 23:59:49+00:00,,899,0,[],White_HongJo,874,145,7686,4330
15,1589769618855718912,"Important MINT Announcement 📣 

Saphire will Public Mint on November 7  9AM UTC ❗️

3h Later at 12PM UTC the WL Mint will Start.

Everyone who Mint the Public mint will get Special Utilities more infos soon⏳✅ #NFT #NFTs #ETH 

Enter the Premint - https://t.co/PqQSmsqDWz https://t.co/DlLYQO4Hm2",2022-11-07 23:59:48+00:00,,10970,0,[],Tristan72513321,2,0,2,2
16,1589769616737587200,"DogeHeroes World 🗺 is still under exploration and many new things are to come🚀

Our community is looking for people to fight against hackers, scammers and cybercriminals🦹‍♂️

The first 1k people that LK/RT can be awarded 1 DM WhiteList🎟

Drop your wallet👇and good luck🍀

#NFT https://t.co/Kl1Fm8upHa",2022-11-07 23:59:47+00:00,,7940,0,[],JorgeAl76150076,45,12,47,50
17,1589769616280412160,"🌸 Rosa x Monuverse🌸

A VC-Backed project building a groundbreaking web3 experience!

Today I'm giving away 3x WL spots for their launch, Episode I: Arch of Peace — a 7777 series by Ouch⚡️

To enter:
✅Follow @Monuverse
✅Like &amp; RT
✅Tag 3 frens

24 hrs⏳
Good luck 🍀

#NFT https://t.co/K1O7BcSHr3",2022-11-07 23:59:47+00:00,"Seoul, Republic of Korea",2101,0,[],hiitsmyxm_,4651,163,42597,61580
18,1589769615722545152,"JerrY Alpha X Outside Yacht Club

x3 WL  @outsideYc

To enter:
✅ Follow 
@Jerryalphanft
@outsideYc
@kkeke_eth 
✅Like &amp; RT &amp; Tag 3

💜if you want more spot
https://t.co/C9XNkR2zHY

Winners in 48H ⏳🎁🏆
#NFTcommunity #NFT #OutsideYachtClub https://t.co/f6sLghda2J",2022-11-07 23:59:47+00:00,,774,0,[],punishr_1,1362,66,3383,1624
19,1589769614124515328,"ok ok last🔥for today. Promise.

🎥VFX, Unreal, Creative Direction, Mocap &amp; more showcase from Sombra dev @kitbashkid w/ past present &amp; future clients🤞😉😈

Experience like this is just one of the amazing things that spells success for Sombra!❤️‍🔥😈🙏

#nft #nfts #Metaverse #web3 https://t.co/KcXqYMUxh9",2022-11-07 23:59:47+00:00,,17256,0,[],Oxyayaa,4957,235,66992,6930
20,1589769611264012291,"Did you guys know @Delta_Flare also has a #Bronze Tier which is super affordable.

You can either mint one for 0.07ETH 

Mint One: https://t.co/k5BobjVYYe 

Or buy one on the secondary market. Great for #Giveaways 💕

https://t.co/MAFKaHkRWl

#NautyFrens #NFT #DeltaFlare https://t.co/yIjzI6zzfS",2022-11-07 23:59:46+00:00,"Massachusetts, USA",22,0,['Bronze'],JuanBar35281854,973,568,5727,7100
21,1589769611192700929,"🌸 Rosa x Monuverse🌸

A VC-Backed project building a groundbreaking web3 experience!

Today I'm giving away 3x WL spots for their launch, Episode I: Arch of Peace — a 7777 series by Ouch⚡️

To enter:
✅Follow @Monuverse
✅Like &amp; RT
✅Tag 3 frens

24 hrs⏳
Good luck 🍀

#NFT https://t.co/K1O7BcSHr3",2022-11-07 23:59:46+00:00,,2101,0,[],atilabigwinn,1263,325,4029,1082
22,1589769610496442368,"Who would wear these fan-made custom kicks?

BTW, Free Aptos mint in 4 days Join discord.

#aptosecosystem #aptos #aptosnft #sol #solananft #solana #eth #nfts #nft https://t.co/DBhPwxHUYc",2022-11-07 23:59:46+00:00,,2624,0,"['aptosecosystem', 'aptos', 'aptosnft']",SuryaniJetri,31,25,100,98
23,1589769609334632448,"RonX111 is now 111% kicking - Nearly Done here on this challenge round - then Something Else Follows RT2500TXS for 2 - ASH

#safemoonarmy #AshRon @Quantumverse #ElonMusk #SpaceX #XStudio #TXS #TWITTER #MUSIC #NFT https://t.co/nkRg1KVKqQ",2022-11-07 23:59:46+00:00,"Utah, USA",432,0,[],07bobleeswagger,206,128,779,364
24,1589769597800046592,"🍩 Cute Donut Animals V1 🍩

🍩 Collection Size: 100 ONLY
🍩 Mint here: https://t.co/5t78MHCkE6

#NFT #NFTs #NFTCollection
#NFTCommunity #2DNFT #NFTArt 
#NFTCollectors #Polygon #PolygonNFT #nonfungible #digitalasset",2022-11-07 23:59:43+00:00,,0,0,"['NFT', 'NFTs', 'NFTCollection', 'NFTCommunity', '2DNFT', 'NFTArt', 'NFTCollectors', 'Polygon', 'PolygonNFT', 'nonfungible', 'digitalasset']",nft_poster,87,43,746,183
25,1589769594470043652,"🌸 Rosa x Monuverse🌸

A VC-Backed project building a groundbreaking web3 experience!

Today I'm giving away 3x WL spots for their launch, Episode I: Arch of Peace — a 7777 series by Ouch⚡️

To enter:
✅Follow @Monuverse
✅Like &amp; RT
✅Tag 3 frens

24 hrs⏳
Good luck 🍀

#NFT https://t.co/K1O7BcSHr3",2022-11-07 23:59:42+00:00,,2101,0,[],luckymeecityxx,4828,146,55821,13759
26,1589769594151243776,"What does #NFT mean to you?

To us it is an ownership tool, a public reciept, and a fractionalized representation of a larger body of work.

Applying these principals, we're building a platform for creators and owners of top tier music, show, and film https://t.co/xNE4yC0bfp",2022-11-07 23:59:42+00:00,,3,9,['NFT'],AMPLE_Stream,302,353,802,3676
27,1589769593727651842,"As most of you have seen already, we have partnered up with the incredible team from @Tokomex 
Their work &amp; attention to detail is impeccable 🔥

Who is ready to see the WL Token next?! 

#nft #NFTCommunity #HBAR #HBARbarians #HBARNFT #hedera #HederaNFT #nfts #hederaheatwave https://t.co/wvaOtRxj1A",2022-11-07 23:59:42+00:00,"Perth, Australia ",94,0,[],hbar_1fzfe,510,466,1674,3212
28,1589769592171540480,"Scar Speed is purely a skill-based car racing game with the objective to win races using Power-Ups.

Does that excite you already? 

Don’t worry we won’t keep you waiting for long! 

#scarspeed 
#racinggames #gaming #nfts #nft #nftcommunity https://t.co/nCXXPHg7XY",2022-11-07 23:59:41+00:00,,1070,0,[],oxj4malwin,4517,222,57478,9035
29,1589769591903113216,"I believe @the_ape_society is far &amp; away the strongest #NFT project on #Cardano. Let's dig into why.

The Renaissance-inspired art, built by an internationally acclaimed VR studio, is absolutely stunning.

But this project is *far more* than just another Ape Profile Pic project. https://t.co/HMkbpUbiwq",2022-11-07 23:59:41+00:00,,119,0,"['NFT', 'Cardano']",CryptoSnipe1775,330,411,12266,42933
30,1589769590934233088,"Our Discord is open now. 

""FIRST 30 to join and say "" BLINK""  GETS BLINKED""

 And we have 50 FREE MINT spots contest going on! 

Join us: https://t.co/4J1LNu4uiv

#Aptos #NFT #AptosNFT  #NFTCommunity https://t.co/eoYM77h63l",2022-11-07 23:59:41+00:00,sus 2 acc,899,0,[],Mina_Minariyah,2775,335,21730,9196
31,1589769589650763776,"Scar Speed is purely a skill-based car racing game with the objective to win races using Power-Ups.

Does that excite you already? 

Don’t worry we won’t keep you waiting for long! 

#scarspeed 
#racinggames #gaming #nfts #nft #nftcommunity https://t.co/nCXXPHg7XY",2022-11-07 23:59:41+00:00,,1070,0,[],semogaa142814,4229,189,43788,10413
32,1589769589511970816,"RonX111 is now 111% kicking - Nearly Done here on this challenge round - then Something Else Follows RT2500TXS for 2 - ASH

#safemoonarmy #AshRon @Quantumverse #ElonMusk #SpaceX #XStudio #TXS #TWITTER #MUSIC #NFT https://t.co/nkRg1KVKqQ",2022-11-07 23:59:41+00:00,"Rostock, Deutschland",432,0,[],coach_flex,1075,686,1180,55328
33,1589769589042614273,"Our Discord is open now. 

""FIRST 30 to join and say "" BLINK""  GETS BLINKED""

 And we have 50 FREE MINT spots contest going on! 

Join us: https://t.co/4J1LNu4uiv

#Aptos #NFT #AptosNFT  #NFTCommunity https://t.co/eoYM77h63l",2022-11-07 23:59:41+00:00,,899,0,[],markiechuuu,2634,90,24111,12538
34,1589769588505731072,"Our very own @cmsnov4 will be attending #NFTLondon2022 🙌 See you soon @NFT_NYC 🇬🇧⚡

#NFT #NFTs #NFTCommunity https://t.co/hjCJCJTM8B",2022-11-07 23:59:41+00:00,,282,0,"['NFTLondon2022', 'NFT', 'NFTs', 'NFTCommunity']",rupasi_chakma,30,2,54,37
35,1589769588182777867,"🐉  You are early! 🐉 

First 300 people will have a chance to win whitelist !

🌟 Tag a friend 
🌟 RT &amp; Like
🌟 Follow @cool_jira 

#NFT #NFTGiveaway https://t.co/Xm5iThvBJA",2022-11-07 23:59:40+00:00,,862,0,[],aww_shy,1292,61,7615,41781
36,1589769583413846017,"To celebrate over 1.5 Million $AVERAGE been given out, we are giving away 50 ADA and an Average Bear! 🎁

To enter you have to:

1. Follow ✅
2. Retweet 🔁
3. Tag a friend

We'll announce the winner in the next 48 hours ⏰

#cardano #NFT #cnft #CNFTCommunity #nft #CNFTGiveaway https://t.co/tozHsS0Whq",2022-11-07 23:59:39+00:00,Across the Globe🌎,600,0,[],EspianSiva,3641,336,12782,8553
37,1589769582918918144,"ok ok last🔥for today. Promise.

🎥VFX, Unreal, Creative Direction, Mocap &amp; more showcase from Sombra dev @kitbashkid w/ past present &amp; future clients🤞😉😈

Experience like this is just one of the amazing things that spells success for Sombra!❤️‍🔥😈🙏

#nft #nfts #Metaverse #web3 https://t.co/KcXqYMUxh9",2022-11-07 23:59:39+00:00,South America,17256,0,[],starvbaq,1220,81,13053,8716
38,1589769582814040066,NFT Photographer | Biker❣️I take a photo of an everyday life that I riding on a motorcy.  #NFT #NFTphotograph #Photopoetry #Collector 👉 https://t.co/ly3fcvj4bD https://t.co/oAmCMRyJd3,2022-11-07 23:59:39+00:00,,0,2,"['NFT', 'NFTphotograph', 'Photopoetry', 'Collector']",FeliciaJakubow6,7,7,1,0
39,1589769580552982530,shill me your best #NFT 👈,2022-11-07 23:59:39+00:00,,34,0,['NFT'],Mariajo0057,123,203,14719,14333
40,1589769575536947201,"🍀1 RT = 1$ GIVEAWAY 🍀

Follow me with 🔔
‼️Only active people will win ‼️

🚨Final amount in 24 hours 🚨

#NFTGiveaways #NFT $eth $sol",2022-11-07 23:59:37+00:00,,1366,0,"['NFTGiveaways', 'NFT']",malaluckys,4294,177,14667,6013
41,1589769570059186176,"Hey @TribeQuokka! Who’s coming with me to the next @NFTPhilly #IRL event?!?

It’s gonna be 🔥!

#TribeQuokka #TribeUp🌴#NFT #NFTCommunity https://t.co/b1T8u3s14o",2022-11-07 23:59:36+00:00,"New Jersey, USA",12,0,"['IRL', 'TribeQuokka', 'TribeUp', 'NFT']",JustinCarmelo,941,1475,3500,15456
42,1589769569593593857,I’m spending 13.5 ETH today. Drop your #NFT 👇🏻,2022-11-07 23:59:36+00:00,Israel,75,0,['NFT'],oFmyreP4TVoGAov,429,17,401,284
43,1589769567496458240,"🐉  You are early! 🐉 

First 300 people will have a chance to win whitelist !

🌟 Tag a friend 
🌟 RT &amp; Like
🌟 Follow @cool_jira 

#NFT #NFTGiveaway https://t.co/Xm5iThvBJA",2022-11-07 23:59:36+00:00,,862,0,[],akunquwangi99,1655,151,24355,9122
44,1589769567169282048,"ok ok last🔥for today. Promise.

🎥VFX, Unreal, Creative Direction, Mocap &amp; more showcase from Sombra dev @kitbashkid w/ past present &amp; future clients🤞😉😈

Experience like this is just one of the amazing things that spells success for Sombra!❤️‍🔥😈🙏

#nft #nfts #Metaverse #web3 https://t.co/KcXqYMUxh9",2022-11-07 23:59:35+00:00,Anya forger,17256,0,[],xaviqer,1948,509,26131,7743
45,1589769565562896385,"Gray Boys 👽 #4628
 Rank #8304 Sold for 0.0637
https://t.co/nmiDUsyCVE
Ξ #NFT #NFTs #NFTsales #NFTcollectibles #digitaldrawing #nftcrypto #minted https://t.co/j8w53E8QHV",2022-11-07 23:59:35+00:00,,0,2,"['NFT', 'NFTs', 'NFTsales', 'NFTcollectibles', 'digitaldrawing', 'nftcrypto', 'minted']",GrayBoysSales,89,1146,3666,6
46,1589769564120059904,"🐾Lemur Lounge x Star Aptos Club Partnership💫

🪅 Whitelist Giveaway 🪅
10 x WL @StarAptosClub 
10x WL @LemurLoungeNFT
 
1⃣Follow: @LemurLoungeNFT and @StarAptosClub 
2⃣Like &amp; Retweet &amp; Tag 2 friends

Winners: 48 hrs!!

#Aptos #AptosLaunch #AptosNFTs #AptosCommunity #NFT https://t.co/U5jOruNX7S",2022-11-07 23:59:35+00:00,,228,0,[],hafsat_nababa,286,109,999,250
47,1589769555781775360,"🎉WL Giveaway🎉

5X  WL of 
@FluffyCyclopes

To enter:
1. Follow   
@XKSQ8 

 &amp; 
@FluffyCyclopes

2.💙and RT
3. Tag 3 NFT frens!

🕰️ 48h, Good Luck!
Good luck!
#NFT #whitelist #giveaway https://t.co/aHWKRNWAGZ",2022-11-07 23:59:33+00:00,,148,0,[],RahulKu29114961,238,14,248,129
48,1589769550295277568,Drop an incredible #NFT art.  Follow me 🙄,2022-11-07 23:59:31+00:00,,0,0,['NFT'],WEB3GM,112,563,41669,87
49,1589769549372854272,"DogeHeroes World 🗺 is still under exploration and many new things are to come🚀

Our community is looking for people to fight against hackers, scammers and cybercriminals🦹‍♂️

The first 1k people that LK/RT can be awarded 1 DM WhiteList🎟

Drop your wallet👇and good luck🍀

#NFT https://t.co/Kl1Fm8upHa",2022-11-07 23:59:31+00:00,California ,7940,0,[],saniAmi01514859,37,19,49,43
50,1589769543727345664,"Who’s ready for @Mitsubishinft??🎉

Giving away 1x whitelist spots👇

✅Follow @Mitsubishinft @Tywin001 @youtopianft 
✅Like &amp; RT
✅Tag 3 friends

🎁Winner in 48h
#NFTGiveaway #NFTGiveaways #NFT https://t.co/esxLkBdSYq",2022-11-07 23:59:30+00:00,,775,0,[],smallmeanie,2960,196,5967,5538
51,1589769541646966785,"Speaker announcement 📢

We're pleased to announce that Clay Nation Founder and CEO, Lenna, will be sharing her thoughts on 'making the transition to Web3' at the #CryptoAMSummit in London later this month. 

@CityAM #Web3 #Metaverse #NFT #Cardano https://t.co/PWlvttxWUq",2022-11-07 23:59:29+00:00,Detroit Michigan,123,0,[],rc_1137,4654,4063,15503,34027
52,1589769538178285569,"RonX111 is now 111% kicking - Nearly Done here on this challenge round - then Something Else Follows RT2500TXS for 2 - ASH

#safemoonarmy #AshRon @Quantumverse #ElonMusk #SpaceX #XStudio #TXS #TWITTER #MUSIC #NFT https://t.co/nkRg1KVKqQ",2022-11-07 23:59:29+00:00,,432,0,[],DocMartiDC,919,457,2756,15817
53,1589769535426826240,"🎉20x #NFT WL 

To join 👇
➡️ Follow our Twitter
➡️ Like + Tag 3 Friends + comment &amp; RT https://t.co/0xgpbEEAeD

➡️ Join Our Discord, &amp; stay active for 24 hours
https://t.co/CvF2RX540W
➡️ Create a ticket on Discord, submit 
your twitter handle + wallet address 

#Giveaway https://t.co/OWuhQ2xF7I",2022-11-07 23:59:28+00:00,,618,0,['NFT'],ask_rohitsen,571,131,4098,5658
54,1589769534541795329,"You are a monster from hell 🕯🔥
2/2
0.15 ETH Polygon
 https://t.co/NdRAyDk6Rg 
@opensea  #NFTs #NFTCommunity #NFTcolletion #NFTcollectible #Polygon #PolygonNFTs #OpenSeaNFT #nft #NFTartwork #NFTartist #PolygonMatic #openseaart #OpenSeaCommunity",2022-11-07 23:59:28+00:00,Out of this world,0,6,"['NFTs', 'NFTCommunity', 'NFTcolletion', 'NFTcollectible', 'Polygon', 'PolygonNFTs', 'OpenSeaNFT', 'nft', 'NFTartwork', 'NFTartist', 'PolygonMatic', 'openseaart', 'OpenSeaCommunity']",blackiispoetic,208,262,635,8097
55,1589769533694562304,"🎉GIVEAWAY🎉

Prizes: 
0.2 $SOL

1️⃣Follow:
@MuNFTPromos
2️⃣RT + Like❤️
3️⃣Tag 3 Crypto Friends

24H⏳
#Solana #NFTGiveaway #SolanaGiveaway #NFT",2022-11-07 23:59:27+00:00,"South Paris, ME",159,0,"['Solana', 'NFTGiveaway']",SLuckytai,156,32,323,225
56,1589769531840663552,"Kiyomi ❤️ Phase 2 ❤️

✨ Supply 999
✨ MP below 0.01 ETH
✨ Genesis holders will be auto WL 

Like, RT and tag friends for a chance to be whitelisted

#Kiyomi #NFTGiveaways #nft https://t.co/aIN4aAzGxg",2022-11-07 23:59:27+00:00,,3063,0,[],fruittyjuices,1418,68,3243,2044
57,1589769531165052929,"Did you guys know @Delta_Flare also has a #Bronze Tier which is super affordable.

You can either mint one for 0.07ETH 

Mint One: https://t.co/k5BobjVYYe 

Or buy one on the secondary market. Great for #Giveaways 💕

https://t.co/MAFKaHkRWl

#NautyFrens #NFT #DeltaFlare https://t.co/yIjzI6zzfS",2022-11-07 23:59:27+00:00,"Raleigh, NC",22,0,['Bronze'],Dannyb11nc,2802,1212,30793,39704
58,1589769524286746625,"🐾Lemur Lounge x Star Aptos Club Partnership💫

🪅 Whitelist Giveaway 🪅
10 x WL @StarAptosClub 
10x WL @LemurLoungeNFT
 
1⃣Follow: @LemurLoungeNFT and @StarAptosClub 
2⃣Like &amp; Retweet &amp; Tag 2 friends

Winners: 48 hrs!!

#Aptos #AptosLaunch #AptosNFTs #AptosCommunity #NFT https://t.co/U5jOruNX7S",2022-11-07 23:59:25+00:00,Indonesia,228,0,[],jenahere2020,633,55,1270,1090
59,1589769524005699585,"DISCORD IS LIVE!

Join our discord for more information about our project!
https://t.co/uqAorpQj0n

AND ANY INTERACTION WITH THIS TWEET WILL BE CONSIDERED AS WHITELIST! 😍

#SolanaNFTs #NFT #Solana https://t.co/QXnB8PMDlx",2022-11-07 23:59:25+00:00,,1769,0,[],menang_ges,2295,63,22001,6392
60,1589769523032649728,"🥳 A 60-day $COSG staking pool is now open on @CometaHub. Stake your $COSG all the way to our Season 2 #NFT shuffle and use your $COSG rewards to get your S2 @CosmicChamps #NFTs! 
Like, tag 3 frens and retweet for a chance to win 3x100 $COSG.
https://t.co/Su7YG2HifQ https://t.co/9nL3TlcCvV",2022-11-07 23:59:25+00:00,Thailand,271,0,['NFT'],langkhachvn22,767,248,11816,3527
61,1589769522588057601,ALL EYES ON ZADA...THE FIRST HYBRID PORTFOLIO BUILDER! It's all in the reflections. #zada #ada #nft #Discord #ETH #bnb #btc #News #DeFi #Airdrops #CryptoNews #alts,2022-11-07 23:59:25+00:00,United Arab Emirates,0,4,"['zada', 'ada', 'nft', 'Discord', 'ETH', 'bnb', 'btc', 'News', 'DeFi', 'Airdrops', 'CryptoNews', 'alts']",Rami0053977852,8,0,13,2
62,1589769519777869824,"👑👑👑BEST #NFTCOLLECTION HERE👑👑👑
👉https://t.co/ml3C6TYDbK👈
#nft #nftdrop #nfts #nftcommunity https://t.co/SLUAnrwX5R",2022-11-07 23:59:24+00:00,NFT,0,6,"['NFTCOLLECTION', 'nft', 'nftdrop', 'nfts', 'nftcommunity']",MotleyArmyNFT,1,41,623,9
63,1589769517299032064,"🐉  You are early! 🐉 

First 300 people will have a chance to win whitelist !

🌟 Tag a friend 
🌟 RT &amp; Like
🌟 Follow @cool_jira 

#NFT #NFTGiveaway https://t.co/Xm5iThvBJA",2022-11-07 23:59:24+00:00,Indonesia ,862,0,[],saturdaynitez,1251,1001,75483,20646
64,1589769516942491654,"ok ok last🔥for today. Promise.

🎥VFX, Unreal, Creative Direction, Mocap &amp; more showcase from Sombra dev @kitbashkid w/ past present &amp; future clients🤞😉😈

Experience like this is just one of the amazing things that spells success for Sombra!❤️‍🔥😈🙏

#nft #nfts #Metaverse #web3 https://t.co/KcXqYMUxh9",2022-11-07 23:59:23+00:00,,17256,0,[],wangidolar,4151,139,20413,11474
65,1589769516380295168,"Tasty Bones XYZ
 #4626 was bought for 0.0433WΞTH ($67.91) on https://t.co/iQXU2DjCFX
      
https://t.co/IAHV3qTq1y

Rarity 🟣691/5,049
#tastybones #welovebones #nft #nanocube",2022-11-07 23:59:23+00:00,Metaverse,0,4,"['tastybones', 'welovebones', 'nft', 'nanocube']",tastybonealerts,2,4696,4646,10
66,1589769514891489281,"2nd #Giveaway in our 50k #KLV series!
Even though @dio_ianakiara is bullying me off the blockchain I'm still going to keep my promise and giveaway 50k #KLV worth of stuff.
This time I'm giving away this @HumbledCats #NFT
Rules:
1️⃣Follow @HumbledCats
2️⃣Retweet 
Ends Nov. 8th https://t.co/bXNn8ytcNa https://t.co/YxHOAo1skx",2022-11-07 23:59:23+00:00,Dominican Republic,206,0,"['Giveaway', 'KLV']",DeiviFelizMatos,1090,1231,5669,9735
67,1589769512018411520,"Hey #MultiversX Fam 👾

Project of the week #1

I'm happy to introduce you to @FightoonsStudio 😈

Tyler allowed me to offer you a Tooners! 🖕🏼

To win the #NFT

✅RT &amp; follow @FightoonsStudio
✅Read the #Thread ⬇️

Good reading! https://t.co/Qu3TrtSTLP",2022-11-07 23:59:22+00:00,"San Francisco, CA",397,0,['MultiversX'],bweezy12345,4870,863,38147,22888
68,1589769508004429824,"🧙‍♂️SHAman🔮Crystal👁️Eye Ball giveaway🎁

Vision is the art of seeing what is invisible to others.

🛡️@Inheriti_com 👀

Think about your digital inheritance🤔

✅TO DO:
👁‍🗨Follow @Inheriti_com @SafeHavenio @cryptosvet_si 
👍Like&amp;🔁RT
🎯Tag 4 friends

🥳3 Winners 12 Nov🎉
#NFT #NFTs https://t.co/mplK8fY4Xu",2022-11-07 23:59:21+00:00,she/her,12487,0,[],luckyenha08,4776,417,56580,27440
69,1589769507345555458,"🎁 #Giveaway 🎁

Prizes:
🏆 0.1 $SOL 

Must:
1️⃣ Follow @EddyPromos
2️⃣ Like + RT
3️⃣ Tag 3 Friends

24h ⏰

#NFTGiveaway #Giveaway #Solana #NFTCommunity #NFT https://t.co/SjMX40VrXl",2022-11-07 23:59:21+00:00,,281,0,"['Giveaway', 'NFTGiveaway']",hafsat_nababa,286,109,999,250
